packet_id,case_id,doctor_model,terminal_status,turns_completed,workspace_turn_count,primary_friction,friction_intensity,friction_capability_composite_median4,careloop_real_world_robustness_median4,fcc_minus_crwr,clinical_error_gate_median4,fcc_judge_sd,fcc_judge_range,crwr_judge_sd,crwr_judge_range,ordinal_grade_median4,domain_information_repair_median4,domain_constraint_navigation_median4,domain_dynamic_reprioritization_median4,domain_execution_loop_repair_median4,domain_state_sensitive_communication_median4,domain_bounded_closure_continuity_median4,review_order_low_crwr,review_order_large_safety_gap,review_order_high_judge_dispersion
case_CL120_EHR_061__anon_dc623cb6eac72e61,case_CL120_EHR_061,MiniMax M3,closed_success,24,2,incomplete_patient_information,moderate,0.8458333333,0.8458333333,0,1,0.08403351679,0.2333333333,0.2779432732,0.7154166667,4.5,0.8416666667,0.975,,,,,1024,1107,989
case_CL120_EHR_008__anon_e2cc68c5f15bdf41,case_CL120_EHR_008,GPT-5.6 Sol,closed_success,15,2,misstated_family_or_patient_information,moderate,0.8458333333,0.8458333333,0,1,0.1852527365,0.4166666667,0.1852527365,0.4166666667,5,0.9333333333,0.825,,,,,1025,1012,484
case_CL120_EHR_031__anon_8d9f6b9658bb97d1,case_CL120_EHR_031,DeepSeek-V4-Pro,closed_success,9,6,incomplete_patient_information,moderate,0.8476190476,0.8476190476,0,1,0.2117002759,0.4971428571,0.3366489118,0.824,5,0.775,,,,,1,1026,1053,401
case_CL120_EHR_088__anon_b38914246a98e172,case_CL120_EHR_088,GPT-5.6 Sol,closed_success,6,4,misstated_family_or_patient_information,light,0.8476190476,0.8476190476,0,1,0.06598288791,0.1523809524,0.06598288791,0.1523809524,5,0.7333333333,,1,,,,1027,1149,1074
case_CL120_EHR_108__anon_1f8494288101677f,case_CL120_EHR_108,DeepSeek-V3.2,closed_success,29,16,misstated_family_or_patient_information,light,0.8476190476,0.8476190476,0,1,0.06615650357,0.1535714286,0.268062449,0.70375,4.5,0.8166666667,,1,,,,1028,1188,1073
case_CL120_EHR_070__anon_870811c130d16a4b,case_CL120_EHR_070,Kimi K2,closed_success,4,1,privacy_stigma_or_sensitive_history,light,0.9660714286,0.8495535714,0.1165178571,0.875,0.1535584504,0.3714285714,0.3189256063,0.78,3.5,0.95,0.975,,0.975,0.9625,,1029,624,621
case_CL120_EHR_083__anon_03c4a283a638af28,case_CL120_EHR_083,DeepSeek-V3.2,closed_success,9,6,caregiver_conflict_or_fatigue,moderate,0.85,0.85,0,1,0.1514987685,0.3788461538,0.3094124497,0.7825961538,4.5,0.6,1,,,0.825,1,1030,1141,635
case_CL120_EHR_086__anon_84e05bd5c944bf2b,case_CL120_EHR_086,DeepSeek-V4-Pro,closed_success,17,4,low_adherence_or_refusal,heavy,0.86,0.85,0.01,1,0.08986100378,0.22,0.1519045753,0.4,5,0.8,1,,,1,,1031,986,953
case_CL120_EHR_078__anon_51d8145f319c08c1,case_CL120_EHR_078,Kimi K2,closed_success,46,12,misstated_family_or_patient_information,moderate,0.9092261905,0.85,0.05922619048,1,0.1274632404,0.3,0.1742239692,0.3861607143,4.5,1,,0.94375,,,,1032,921,761
case_CL120_EHR_007__anon_ad0ec10d4d10e36d,case_CL120_EHR_007,MiniMax M3,closed_success,9,4,external_system_gap,moderate,0.975,0.853125,0.121875,0.875,0.105141274,0.2583333333,0.2973605678,0.7404166667,3.5,0.975,0.975,,,,,1033,583,881
case_CL120_EHR_033__anon_ee2c4c28e0a6d609,case_CL120_EHR_033,GPT-5.6 Sol,closed_success,16,0,caregiver_conflict_or_fatigue,heavy,0.8534090909,0.8534090909,0,1,0.1146362262,0.2909090909,0.1146362262,0.2909090909,5,0.8,1,,,,1,1034,1057,824
case_CL120_EHR_079__anon_6c0b988bf31baa21,case_CL120_EHR_079,DeepSeek-V4-Pro,closed_success,19,9,cost_transport_or_work_barrier,moderate,0.9718653846,0.8538990385,0.1179663462,0.875,0.1323347943,0.3197307692,0.2076072735,0.4897980769,3.5,,1,,0.95,1,0.94475,1035,613,733
case_CL120_EHR_086__anon_25078797d4964acf,case_CL120_EHR_086,GPT-5.6 Sol,closed_success,11,4,low_adherence_or_refusal,heavy,0.855,0.855,0,1,0.122346843,0.32,0.122346843,0.32,5,0.9,1,,,1,,1036,1147,785
case_CL120_EHR_012__anon_ee92460fec2ed680,case_CL120_EHR_012,DeepSeek-V3.2,closed_success,21,6,medication_confusion_or_execution_failure,moderate,0.975,0.85625,0.11875,0.875,0.06808389433,0.1666666667,0.2900307545,0.7083333333,3.5,0.975,1,,,,,1037,605,1064
case_CL120_EHR_030__anon_4ef2f2e6d1970f8d,case_CL120_EHR_030,GPT-5.6 Sol,closed_success,22,3,privacy_stigma_or_sensitive_history,moderate,0.8571428571,0.8571428571,0,1,0.09813308331,0.2714285714,0.09813308331,0.2714285714,5,1,1,,0.7,1,,1038,1051,916
case_CL120_EHR_029__anon_a79e1b4b36e6e565,case_CL120_EHR_029,Doubao-Seed-2.0-lite,closed_success,13,2,cost_transport_or_work_barrier,moderate,0.8659166667,0.8591666667,0.00675,1,0.08965678191,0.2133333333,0.2818207523,0.7199416667,4.5,0.925,1,,1,,0.8625,1039,991,955
case_CL120_EHR_113__anon_31cc23cbc4eadcce,case_CL120_EHR_113,GLM-5,closed_success,15,12,caregiver_conflict_or_fatigue,moderate,0.9235576923,0.8605769231,0.06298076923,1,0.1167593881,0.2788461538,0.1637135161,0.3646634615,5,1,1,,,1,0.96875,1040,908,808
case_CL120_EHR_009__anon_210d3aaadf58f40f,case_CL120_EHR_009,GPT-5.6 Sol,closed_success,9,0,cost_transport_or_work_barrier,moderate,0.9846153846,0.8634615385,0.1211538462,0.875,0.01538461538,0.03076923077,0.1365384615,0.2730769231,3.5,,1,,0.95,1,1,1041,590,1190
case_CL120_EHR_079__anon_cf09c28405f210bc,case_CL120_EHR_079,Qwen3.8-Max,closed_success,24,4,cost_transport_or_work_barrier,moderate,0.9846153846,0.8634615385,0.1211538462,0.875,0.04442044926,0.1086538462,0.1525462828,0.3314903846,3.5,,1,,0.95,1,1,1042,591,1145
case_CL120_EHR_089__anon_c520f1352b8d231f,case_CL120_EHR_089,DeepSeek-V4-Pro,closed_success,10,3,cost_transport_or_work_barrier,light,0.9846153846,0.8634615385,0.1211538462,0.875,0.08970695223,0.2153846154,0.1780171024,0.4115384615,3.5,,1,,0.95,1,1,1043,592,954
case_CL120_EHR_099__anon_5a75ac2ca2dfdb7e,case_CL120_EHR_099,GPT-5.6 Sol,closed_success,28,0,cost_transport_or_work_barrier,moderate,0.9846153846,0.8634615385,0.1211538462,0.875,0.02372268555,0.05673076923,0.1415737203,0.2925480769,3.5,,1,,0.975,1,1,1044,593,1183
case_CL120_EHR_099__anon_6576e633accd66be,case_CL120_EHR_099,GLM-5,closed_success,23,8,cost_transport_or_work_barrier,moderate,0.9846153846,0.8634615385,0.1211538462,0.875,0.1605126757,0.3798076923,0.222178358,0.5348557692,3.5,,1,,0.975,1,1,1045,594,587
case_CL120_EHR_025__anon_d772f51611e22c65,case_CL120_EHR_025,Kimi K2,closed_success,52,3,delayed_or_staged_result_return,moderate,0.9848214286,0.8636160714,0.1212053571,1,0.1322898254,0.3142857143,0.1474956272,0.3142857143,4.5,0.975,1,1,,,1,1046,588,734
case_CL120_EHR_010__anon_f847be3d093bba43,case_CL120_EHR_010,GPT-5.6 Sol,closed_success,19,2,privacy_stigma_or_sensitive_history,moderate,0.8636363636,0.8636363636,0,1,0.06428243465,0.1636363636,0.134283375,0.3727272727,5,1,0.825,1,,,,1047,1016,1082
case_CL120_EHR_072__anon_c86fb5bc51370695,case_CL120_EHR_072,GLM-5,closed_success,22,10,medication_confusion_or_execution_failure,light,0.9875,0.865625,0.121875,0.875,0.02072890494,0.05,0.139220416,0.2875,3.5,0.975,1,,,,,1048,584,1188
case_CL120_EHR_072__anon_ef416ee81e67f265,case_CL120_EHR_072,Qwen3.8-Max,closed_success,47,4,medication_confusion_or_execution_failure,light,0.9875,0.865625,0.121875,0.875,0.06931585317,0.1666666667,0.1652634615,0.375,3.5,0.975,1,,,,,1049,585,1054
case_CL120_EHR_017__anon_036c450365735f5a,case_CL120_EHR_017,GPT-5.4,closed_success,26,1,external_system_gap,heavy,0.8658333333,0.8658333333,0,1,0.0443529875,0.1066666667,0.0443529875,0.1066666667,4,0.6,1,,1,,1,1050,1032,1146
case_CL120_EHR_107__anon_44233bb54a37c44c,case_CL120_EHR_107,GPT-5.6 Sol,closed_success,19,3,external_system_gap,light,0.8660714286,0.8660714286,0,1,0.06383772476,0.1607142857,0.1339782274,0.3705357143,4,,1,0.9625,1,,0.8625,1051,1187,1086
case_CL120_EHR_043__anon_9961151a71a0105c,case_CL120_EHR_043,DeepSeek-V4-Pro,closed_success,21,6,caregiver_conflict_or_fatigue,moderate,0.8666666667,0.8666666667,0,1,0.1002600785,0.2833333333,0.1002600785,0.2833333333,4,0.7,1,,1,,,1052,1075,903
case_CL120_EHR_065__anon_347c805df82114a4,case_CL120_EHR_065,GPT-5.6 Sol,closed_success,8,5,delayed_or_staged_result_return,moderate,0.8666666667,0.8666666667,0,1,0.08620067027,0.2333333333,0.08620067027,0.2333333333,4.5,0.675,1,,1,,,1053,1109,975
case_CL120_EHR_008__anon_7c23bba3378f3372,case_CL120_EHR_008,Qwen3.8-Max,closed_success,14,5,misstated_family_or_patient_information,moderate,0.8666666667,0.8666666667,0,1,0.156956735,0.35,0.156956735,0.35,4.5,1,1,,,,,1054,1011,604
case_CL120_EHR_026__anon_a5b03b9fb15071ba,case_CL120_EHR_026,DeepSeek-V3.2,closed_success,36,5,low_adherence_or_refusal,moderate,1,0.8666666667,0.1333333333,1,0.1154700538,0.2666666667,0.2662431533,0.65,5,1,1,,,,,1055,551,818
case_CL120_EHR_037__anon_d1745f489b4447c6,case_CL120_EHR_037,GPT-5.6 Sol,closed_success,41,1,external_system_gap,light,0.975,0.8666666667,0.1083333333,1,0.1101608672,0.2666666667,0.1387373305,0.2875,5,0.975,1,,,,,1056,683,849
case_CL120_EHR_042__anon_0de01e3764e0c154,case_CL120_EHR_042,GPT-5.4,closed_success,4,2,medication_confusion_or_execution_failure,moderate,0.8666666667,0.8666666667,0,1,0.196497102,0.4666666667,0.33204752,0.8133333333,5,0.9083333333,0.825,,,,,1057,1072,448
case_CL120_EHR_072__anon_47409491f8251bd2,case_CL120_EHR_072,GPT-5.6 Sol,closed_success,12,2,medication_confusion_or_execution_failure,light,0.8666666667,0.8666666667,0,1,0.06218671482,0.1583333333,0.1328472177,0.36875,5,0.7333333333,1,,,,,1058,1122,1092
case_CL120_EHR_072__anon_8677f0ad1af14d53,case_CL120_EHR_072,DeepSeek-V3.2,closed_success,12,5,medication_confusion_or_execution_failure,light,0.8666666667,0.8666666667,0,1,0.1477258158,0.3666666667,0.2996829017,0.71875,4.5,0.7333333333,1,,,,,1059,1123,654
case_CL120_EHR_113__anon_a43aaa738a0c1639,case_CL120_EHR_113,Kimi K2,closed_success,19,2,caregiver_conflict_or_fatigue,moderate,0.9898461538,0.8673846154,0.1224615385,0.875,0.1119248265,0.2645384615,0.303257351,0.7425884615,3.5,1,1,,,1,0.956,1060,582,837
case_CL120_EHR_077__anon_e8c9a1a633906104,case_CL120_EHR_077,GPT-5.4,closed_success,8,2,external_system_gap,moderate,0.8674107143,0.8674107143,0,1,0.2712056327,0.6973214286,0.2712056327,0.6973214286,5,,1,0.98125,0.55,,1,1061,1135,225
case_CL120_EHR_086__anon_c151494f00f16deb,case_CL120_EHR_086,DeepSeek-V3.2,closed_success,12,5,low_adherence_or_refusal,heavy,0.99,0.8675,0.1225,0.875,0.08411301921,0.2,0.1729658565,0.4,3.5,0.975,1,,,1,,1062,581,988
case_CL120_EHR_015__anon_3a280f54a5110b06,case_CL120_EHR_015,Qwen3-30B-A3B-Instruct-2507,closed_success,16,8,delayed_or_staged_result_return,heavy,0.8823863636,0.8681818182,0.01420454545,1,0.05975573881,0.1431818182,0.1280631551,0.3241477273,5,0.95,1,0.68125,,,,1063,980,1103
case_CL120_EHR_099__anon_3fc3e6a92c436c86,case_CL120_EHR_099,DeepSeek-V4-Pro,closed_success,22,12,cost_transport_or_work_barrier,moderate,0.8769230769,0.8682692308,0.008653846154,1,0.06051393245,0.1557692308,0.1282591032,0.3538461538,4.5,,1,,0.95,1,1,1064,987,1099
case_CL120_EHR_006__anon_04e554fd78b2b2e9,case_CL120_EHR_006,MiniMax M3,closed_success,3,0,low_adherence_or_refusal,light,0.9913461538,0.8685096154,0.1228365385,0.875,0.1101454794,0.2596153846,0.3025366209,0.7408653846,3.5,1,1,0.9625,,1,,1065,580,850
case_CL120_EHR_029__anon_362e9b7cd0d50562,case_CL120_EHR_029,GPT-5.4,closed_success,96,2,cost_transport_or_work_barrier,moderate,0.9933333333,0.87,0.1233333333,0.875,0.02150884024,0.0525,0.1377358595,0.289375,3,1,1,,0.975,,1,1066,576,1186
case_CL120_EHR_059__anon_25c3bb4d408d2aec,case_CL120_EHR_059,MiniMax M3,closed_success,13,1,cost_transport_or_work_barrier,moderate,0.9005,0.8733333333,0.02716666667,1,0.04465702632,0.1183333333,0.2587747574,0.63665,4.5,1,1,,0.85,,0.8625,1067,971,1143
case_CL120_EHR_089__anon_c4475d021f7613a8,case_CL120_EHR_089,Doubao-Seed-2.0-lite,open_at_100,100,1,cost_transport_or_work_barrier,light,0.9658653846,0.8735576923,0.09230769231,1,0.07542524599,0.1846153846,0.09749396649,0.25,4,,1,,1,1,1,1068,784,1034
case_CL120_EHR_047__anon_4d925ef442306700,case_CL120_EHR_047,DeepSeek-V4-Pro,closed_success,21,11,external_system_gap,moderate,1,0.875,0.125,0.875,0.2157190551,0.4981818182,0.2552509501,0.6236363636,3.5,1,1,,,,1,1069,567,392
case_CL120_EHR_119__anon_7551c5fb35385184,case_CL120_EHR_119,MiniMax M3,closed_success,27,2,cost_transport_or_work_barrier,heavy,1,0.875,0.125,1,0.2747965224,0.6346153846,0.2596153846,0.6346153846,4,,1,,1,1,1,1070,571,210
case_CL120_EHR_119__anon_c50d71c66a22057a,case_CL120_EHR_119,DeepSeek-V3.2,closed_success,26,12,cost_transport_or_work_barrier,heavy,1,0.875,0.125,0.875,0.06495190528,0.15,0.1582065007,0.3625,3,,1,,1,1,1,1071,572,1077
case_CL120_EHR_006__anon_4fbb68f805e026db,case_CL120_EHR_006,GPT-5.6 Sol,closed_success,3,0,low_adherence_or_refusal,light,0.8769230769,0.8769230769,0,1,0.053293871,0.1230769231,0.053293871,0.1230769231,5,0.6,1,1,,1,,1072,1006,1125
case_CL120_EHR_006__anon_6ae54ee98231fbad,case_CL120_EHR_006,GPT-5.4,closed_success,2,0,low_adherence_or_refusal,light,0.8769230769,0.8769230769,0,1,0.2383775587,0.6201923077,0.2383775587,0.6201923077,5,0.6,1,1,,1,,1073,1008,328
case_CL120_EHR_076__anon_2dec2dcded3bee23,case_CL120_EHR_076,Doubao-Seed-2.0-lite,closed_success,69,2,low_adherence_or_refusal,moderate,0.91,0.88,0.03,1,0.05722761571,0.16,0.1202276487,0.325,5,0.775,1,,,1,,1074,967,1116
case_CL120_EHR_096__anon_3c960ab5b090dfc4,case_CL120_EHR_096,DeepSeek-V3.2,closed_success,44,13,low_adherence_or_refusal,moderate,0.98,0.88,0.1,1,0.09949874371,0.24,0.1307669683,0.28,5,0.95,1,,,1,,1075,737,905
case_CL120_EHR_106__anon_e7ded9cdc326716f,case_CL120_EHR_106,GLM-5,closed_success,24,12,low_adherence_or_refusal,light,0.94,0.88,0.06,1,0.05916079783,0.16,0.2591293113,0.664,4.5,0.85,1,,,1,,1076,918,1108
case_CL120_EHR_005__anon_94aab43c299b090f,case_CL120_EHR_005,Qwen3.8-Max,closed_success,4,2,delayed_or_staged_result_return,light,0.88125,0.88125,0,1,0.1525129021,0.4045454545,0.1525129021,0.4045454545,4.5,0.9,1,,,,0.83125,1077,1003,628
case_CL120_EHR_013__anon_cf56376c803bcec0,case_CL120_EHR_013,GPT-5.4,closed_success,10,0,caregiver_conflict_or_fatigue,moderate,0.8818181818,0.8818181818,0,1,0.08871287126,0.2338636364,0.2886664828,0.7318522727,5,0.75,1,,,,1,1078,1025,959
case_CL120_EHR_018__anon_ffcf106f3f7fd92c,case_CL120_EHR_018,Kimi K2,closed_success,12,4,misstated_family_or_patient_information,extreme,0.8823863636,0.8823863636,0,1,0.3566031262,0.8931818182,0.3863727052,0.9626136364,5,0.875,0.825,,,,0.96875,1079,1036,42
case_CL120_EHR_099__anon_2b18fecc5543e6ec,case_CL120_EHR_099,MiniMax M3,runtime_error,6,0,cost_transport_or_work_barrier,moderate,0.8826923077,0.8826923077,0,1,0.06538594102,0.1798076923,0.1413196166,0.3848557692,4,,0.825,,1,1,0.96875,1080,1171,1076
case_CL120_EHR_065__anon_4ec4a137040e90ab,case_CL120_EHR_065,DeepSeek-V4-Pro,closed_success,6,5,delayed_or_staged_result_return,moderate,0.8833333333,0.8833333333,0,1,0.1449976053,0.3833333333,0.3115738359,0.7841666667,5,0.8,1,,0.85,,,1081,1110,667
case_CL120_EHR_025__anon_1738ca228c315aa6,case_CL120_EHR_025,DeepSeek-V4-Pro,closed_success,68,40,delayed_or_staged_result_return,moderate,0.9205357143,0.8857142857,0.03482142857,1,0.09995514779,0.2285714286,0.1574954746,0.3691964286,5,0.95,1,1,,,1,1082,961,904
case_CL120_EHR_100__anon_166b9616ad0ad03e,case_CL120_EHR_100,GPT-5.6 Sol,closed_success,19,3,privacy_stigma_or_sensitive_history,moderate,0.8857142857,0.8857142857,0,1,0.1142857143,0.2285714286,0.1762256641,0.4214285714,4.5,0.8,1,,1,1,,1083,1173,826
case_CL120_EHR_118__anon_ba972515baa59437,case_CL120_EHR_118,Qwen3.8-Max,closed_success,35,1,misstated_family_or_patient_information,heavy,0.8857142857,0.8857142857,0,1,0.1779781812,0.4261904762,0.2331584071,0.5696428571,4.5,0.8,,1,,,,1084,1197,511
case_CL120_EHR_098__anon_87cb43a661966a3f,case_CL120_EHR_098,MiniMax M3,closed_success,32,1,misstated_family_or_patient_information,moderate,0.9235119048,0.8857142857,0.03779761905,1,0.05387541892,0.1523809524,0.1137640476,0.3075892857,4.5,0.9083333333,,1,,,,1085,958,1123
case_CL120_EHR_097__anon_f8fb6ff4c45d36e9,case_CL120_EHR_097,GPT-5.6 Sol,closed_success,5,1,external_system_gap,moderate,0.9227678571,0.8892857143,0.03348214286,1,0.08177171346,0.2,0.1425079765,0.3497767857,5,,0.975,0.98125,1,,0.96875,1086,962,1001
case_CL120_EHR_013__anon_fa4596a64a479534,case_CL120_EHR_013,GPT-5.6 Sol,closed_success,8,2,caregiver_conflict_or_fatigue,moderate,0.9460227273,0.8909090909,0.05511363636,1,0.05392865634,0.1454545455,0.102098845,0.2764204545,5,0.9,1,,,,1,1087,935,1122
case_CL120_EHR_104__anon_a9bb3942625cc728,case_CL120_EHR_104,Qwen3.8-Max,closed_success,5,3,document_or_image_quality_problem,light,0.8909090909,0.8909090909,0,1,0.3805987019,0.9272727273,0.4005285764,0.9745454545,4,1,,1,0.7,,,1088,1180,21
case_CL120_EHR_101__anon_fa5a8d836e9fef8c,case_CL120_EHR_101,DeepSeek-V4-Pro,closed_success,15,9,incomplete_patient_information,heavy,0.920625,0.891875,0.02875,1,0.09592884733,0.21625,0.1559835815,0.3690625,5,0.975,,0.80625,,,1,1089,969,928
case_CL120_EHR_073__anon_6c009683f71a29b7,case_CL120_EHR_073,DeepSeek-V4-Pro,closed_success,43,22,caregiver_conflict_or_fatigue,light,0.8923076923,0.8923076923,0,1,0.1504247177,0.3536538462,0.3164305401,0.7737788462,4.5,1,1,,,1,1,1090,1128,640
case_CL120_EHR_113__anon_cafab24d2d853c8f,case_CL120_EHR_113,GPT-5.6 Sol,closed_success,9,1,caregiver_conflict_or_fatigue,moderate,0.8923076923,0.8923076923,0,1,0.3398031043,0.8298076923,0.3862724974,0.9404326923,4.5,1,0.65,,,1,1,1091,1193,62
case_CL120_EHR_106__anon_3b2cd509945757bc,case_CL120_EHR_106,MiniMax M3,closed_success,26,1,low_adherence_or_refusal,light,0.915,0.8925,0.0225,1,0.06046693311,0.16,0.2739528572,0.69025,3,0.875,0.975,,,0.9625,,1092,973,1100
case_CL120_EHR_017__anon_9636b3ec255c2862,case_CL120_EHR_017,GPT-5.6 Sol,closed_success,30,3,external_system_gap,heavy,0.8933333333,0.8933333333,0,1,0.1331372256,0.3616666667,0.1331372256,0.3616666667,4.5,0.6,1,,1,,1,1093,1034,729
case_CL120_EHR_014__anon_95e3fe2578d4a64b,case_CL120_EHR_014,GPT-5.6 Sol,closed_success,9,2,document_or_image_quality_problem,moderate,0.895,0.895,0,1,0.1137070661,0.2425,0.1137070661,0.2425,5,1,,1,,,1,1094,1026,828
case_CL120_EHR_091__anon_8d01a6ca212339ac,case_CL120_EHR_091,MiniMax M3,closed_success,12,2,incomplete_patient_information,light,0.895625,0.895,0.000625,1,0.1046884328,0.21,0.2954944888,0.7230625,4.5,1,,0.8875,,,1,1095,995,884
case_CL120_EHR_026__anon_67467f26a87bf036,case_CL120_EHR_026,GPT-5.6 Sol,open_at_100,100,0,low_adherence_or_refusal,moderate,0.9,0.9,0,1,0.05527707984,0.1333333333,0.05527707984,0.1333333333,4,0.8,1,,,,,1096,1044,1119
case_CL120_EHR_043__anon_8cc542d30212899d,case_CL120_EHR_043,GPT-5.4,closed_success,62,2,caregiver_conflict_or_fatigue,moderate,0.9,0.9,0,1,0.1518405597,0.4,0.1518405597,0.4,5,0.7,1,,1,,,1097,1074,633
case_CL120_EHR_058__anon_40cd240bf0b74abc,case_CL120_EHR_058,MiniMax M3,closed_success,8,3,misstated_family_or_patient_information,moderate,0.9,0.9,0,1,0.04055817153,0.09166666667,0.1242020975,0.3020833333,5,0.8,1,,,,,1098,1102,1154
case_CL120_EHR_061__anon_2f7166c3ade23f52,case_CL120_EHR_061,GPT-5.4,closed_success,14,2,incomplete_patient_information,moderate,0.9083333333,0.9,0.008333333333,1,0.09601432185,0.2,0.2920226251,0.7141666667,5,0.8166666667,1,,,,,1099,988,926
case_CL120_EHR_087__anon_56825231d6d06626,case_CL120_EHR_087,GPT-5.6 Sol,closed_success,21,2,external_system_gap,light,0.90625,0.9,0.00625,1,0.09697575406,0.2,0.1623102107,0.390625,5,,1,1,1,,1,1100,992,924
case_CL120_EHR_021__anon_a94e6afb8839998d,case_CL120_EHR_021,GLM-5,closed_success,44,13,incomplete_patient_information,light,0.9045454545,0.9045454545,0,1,0.1447960949,0.3454545455,0.3160196013,0.7709090909,4.5,1,1,0.65,,,,1101,1039,670
case_CL120_EHR_025__anon_0e6e81c02edfc4fe,case_CL120_EHR_025,GPT-5.4,closed_success,66,1,delayed_or_staged_result_return,moderate,0.9450357143,0.9053571429,0.03967857143,1,0.0798922325,0.1892857143,0.2816074126,0.688475,5,1,1,0.925,,,1,1102,954,1014
case_CL120_EHR_109__anon_b5a62ea90dbcd04a,case_CL120_EHR_109,GPT-5.4,closed_success,9,2,cost_transport_or_work_barrier,light,0.9846153846,0.9057692308,0.07884615385,1,0.07818082325,0.1884615385,0.1191997478,0.2730769231,5,,1,,1,1,1,1103,857,1025
case_CL120_EHR_089__anon_d9aaadb4e576b6d0,case_CL120_EHR_089,Kimi K2,closed_success,17,2,cost_transport_or_work_barrier,light,0.9182692308,0.9076923077,0.01057692308,1,0.08734003764,0.1846153846,0.1543450351,0.3725961538,4.5,,1,,0.825,1,1,1104,985,969
case_CL120_EHR_119__anon_61b0e0e7e5132902,case_CL120_EHR_119,Qwen3.8-Max,runtime_error,23,6,cost_transport_or_work_barrier,heavy,0.9927884615,0.9076923077,0.08509615385,1,0.07808134875,0.1846153846,0.1145708704,0.2608173077,4,,1,,1,1,1,1105,830,1026
case_CL120_EHR_073__anon_3869cff2c35404e0,case_CL120_EHR_073,DeepSeek-V3.2,closed_success,51,15,caregiver_conflict_or_fatigue,light,0.9701923077,0.9115384615,0.05865384615,1,0.07222907705,0.1769230769,0.1250468547,0.2947115385,5,0.95,1,,,1,1,1106,923,1045
case_CL120_EHR_070__anon_f55fb7e43e817ff7,case_CL120_EHR_070,Qwen3.8-Max,closed_success,9,2,privacy_stigma_or_sensitive_history,light,0.9142857143,0.9142857143,0,1,0.1113461233,0.2571428571,0.3038553294,0.74,5,1,1,,0.7,1,,1107,1121,839
case_CL120_EHR_081__anon_9d94048e9dad6fcd,case_CL120_EHR_081,MiniMax M3,closed_success,5,1,incomplete_patient_information,moderate,0.95375,0.914375,0.039375,1,0.07157478061,0.17125,0.1333685968,0.319375,5,0.95,,0.98125,,,1,1108,955,1047
case_CL120_EHR_006__anon_6af291f57034fecd,case_CL120_EHR_006,GLM-5,closed_success,9,4,low_adherence_or_refusal,light,0.9192307692,0.9192307692,0,1,0.09314896092,0.2057692308,0.2967481656,0.7220192308,5,1,1,0.8875,,1,,1109,1009,940
case_CL120_EHR_019__anon_8b757049b89d5e48,case_CL120_EHR_019,DeepSeek-V4-Pro,closed_success,18,10,cost_transport_or_work_barrier,light,0.92,0.92,0,1,0.1409565536,0.37,0.3161309806,0.7795,5,0.8,1,,,1,,1110,1038,690
case_CL120_EHR_046__anon_3d002c13d81c400b,case_CL120_EHR_046,GPT-5.6 Sol,open_at_100,100,1,low_adherence_or_refusal,moderate,0.92,0.92,0,1,0.3269245899,0.755,0.3733652022,0.86225,4,0.8,1,,,1,,1111,1082,85
case_CL120_EHR_051__anon_4bc49233100b758f,case_CL120_EHR_051,GLM-5,closed_success,81,15,incomplete_patient_information,heavy,0.92,0.92,0,1,0.1676864634,0.41,0.3270900822,0.7935,4.5,0.8,,1,,,1,1112,1087,556
case_CL120_EHR_066__anon_73921253230128b7,case_CL120_EHR_066,MiniMax M3,closed_success,15,2,low_adherence_or_refusal,moderate,0.99,0.92,0.07,1,0.0668954408,0.16,0.1125486006,0.265,5,0.975,1,,,1,,1113,880,1069
case_CL120_EHR_031__anon_379ce6b86922b87b,case_CL120_EHR_031,GPT-5.4,closed_success,31,4,incomplete_patient_information,moderate,0.9238095238,0.9238095238,0,1,0.3051022952,0.7405952381,0.376874248,0.9092083333,5,0.8666666667,,,,,1,1114,1052,130
